103,190
104,216
108,241
111,266
118,289
131,309
148,325
166,337
188,340
211,337
231,326
250,311
264,292
272,269
276,245
280,221
282,195
117,179
130,170
147,171
164,177
181,183
207,183
224,178
241,172
259,172
272,181
193,194
192,210
192,226
191,243
173,253
182,256
191,258
200,256
209,254
135,194
146,190
158,189
169,197
157,199
145,199
218,197
229,191
242,191
252,196
242,201
230,200
161,290
172,284
183,279
190,282
197,279
208,283
219,290
209,300
198,306
190,307
183,306
172,301
166,290
183,288
190,289
197,288
213,289
197,289
190,290
183,289
